NUM_OF_EPISODES,MOVE_PENALTY,WIN_REWARD,LOST_PENALTY,ENEMY_LOS_PENALTY,NUM_FRAMES,epsilon,EPSILONE_DECAY,ACTION_SPACE_9,DANGER_ZONE_IN_STATE,LOS_PENALTY_FLAG,FIRE_RANGE_FLAG,FIRE_RANGE,DSM_NAME,RED_PLAYER_MOVES,FIXED_START_POINT_RED,FIXED_START_POINT_BLUE,%Games started at Tie,%WINS_BLUE,%WINS_RED,%TIES
3000020,-0.05,1,-1,-0.1,1,1,0.999999,True,True,True,True,7,15X15,True,False,False,0.0,3.1485123432510447,3.7455083632775783,0.020966526889820734
