NUM_OF_EPISODES,MOVE_PENALTY,WIN_REWARD,LOST_PENALTY,ENEMY_LOS_PENALTY,NUM_FRAMES,epsilon,EPSILONE_DECAY,ACTION_SPACE_9,DANGER_ZONE_IN_STATE,LOS_PENALTY_FLAG,FIRE_RANGE_FLAG,FIRE_RANGE,DSM_NAME,RED_PLAYER_MOVES,FIXED_START_POINT_RED,FIXED_START_POINT_BLUE,%Games started at Tie,%WINS_BLUE,%WINS_RED,%TIES
3000020,-0.05,1,-1,-0.1,1,1,0.999999,True,True,True,True,7,15X15,True,False,False,0.0,1.9707201951986986,2.3569842867714215,0.0121332524449837
